gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	coordinateuncertaintyinmeters	coordinateprecision	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	license	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue
1421350956	f75482a0-f244-4bd2-aff9-92130e99bbe2	urn:catalog:CIIDIR-IPN:NO APLICA:NO APLICA:2301	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	MX	0.9 km S, 10 km E Huajicori	ff90b050-c256-11db-b71b-b8a03c50a862	22.630368761183934	-105.21826134319194			349.5	349.5	0.0	0.0	2010-12-03T01:00Z	3	12	2010	2435099	2435099	HUMAN_OBSERVATION	CIIDIR-IPN	NO APLICA	NO APLICA		AIVH	CC_BY_NC_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	AIVH			2017-02-19T16:42Z		ELEVATION_MIN_MAX_SWAPPED;COORDINATE_REPROJECTED;COORDINATE_ROUNDED
1421349439	f75482a0-f244-4bd2-aff9-92130e99bbe2	urn:catalog:CIIDIR-IPN:CRD:CRD7651	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	MX	3.11 km N, 1.40 km W San Blasito	ff90b050-c256-11db-b71b-b8a03c50a862	22.41379492067833	-105.04719837150765			215.5	215.5	0.0	0.0	2009-12-15T01:00Z	15	12	2009	2435099	2435099	PRESERVED_SPECIMEN	CIIDIR-IPN	CRD	CRD7651		CLG	CC_BY_NC_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	CLG; ALM; GTR; DFGM; MQPR; AIVH; LTP; ALFH; JFCM			2017-02-19T16:42Z		ELEVATION_MIN_MAX_SWAPPED;COORDINATE_REPROJECTED;COORDINATE_ROUNDED
1421348640	f75482a0-f244-4bd2-aff9-92130e99bbe2	urn:catalog:MSU:MSU:MSU12580a	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	MX	Hacienda Atotonilco, Yerbanís	ff90b050-c256-11db-b71b-b8a03c50a862	24.737977930437665	-103.83680754393127			945.0	945.0	0.0	0.0	1965-01-01T01:00Z			1965	2435099	2435099	PRESERVED_SPECIMEN	MSU	MSU	MSU12580a		CLG	CC_BY_NC_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	RHB			2017-02-19T16:42Z		ELEVATION_MIN_MAX_SWAPPED;RECORDED_DATE_MISMATCH;COORDINATE_REPROJECTED;COORDINATE_ROUNDED
1421348624	f75482a0-f244-4bd2-aff9-92130e99bbe2	urn:catalog:MSU:MSU:MSU12580	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	MX	Hacienda Atotonilco, Yerbanís	ff90b050-c256-11db-b71b-b8a03c50a862	24.737977930437665	-103.83680754393127			945.0	945.0	0.0	0.0	1965-01-01T01:00Z			1965	2435099	2435099	PRESERVED_SPECIMEN	MSU	MSU	MSU12580		CLG	CC_BY_NC_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	RHB			2017-02-19T16:42Z		ELEVATION_MIN_MAX_SWAPPED;RECORDED_DATE_MISMATCH;COORDINATE_REPROJECTED;COORDINATE_ROUNDED
1421348566	f75482a0-f244-4bd2-aff9-92130e99bbe2	urn:catalog:MSU:MSU:MSU33341	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	MX	Hacienda Atotonilco, Yerbanís	ff90b050-c256-11db-b71b-b8a03c50a862	24.737977930437665	-103.83680754393127			945.0	945.0	0.0	0.0	1958-01-01T01:00Z			1958	2435099	2435099	PRESERVED_SPECIMEN	MSU	MSU	MSU33341		CLG	CC_BY_NC_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	RHB			2017-02-19T16:42Z		ELEVATION_MIN_MAX_SWAPPED;RECORDED_DATE_MISMATCH;COORDINATE_REPROJECTED;COORDINATE_ROUNDED
1420837894	3167cfa0-50fa-4037-bc92-1791fabb4694	urn:catalog:CIB:CIB:8476	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor	improcera	SUBSPECIES	Puma concolor subsp. improcera (Phillips, 1912)	MX	San Pedro de la Sierra 6 km. S, 4.8 km. W, Mulegé	ff90b050-c256-11db-b71b-b8a03c50a862	26.899722	-112.508056			900.0	900.0	0.0	0.0	2002-11-27T01:00Z	27	11	2002	6164602	2435099	PRESERVED_SPECIMEN	CIB	CIB	8476		NO DISPONIBLE	CC_BY_NC_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	M.D.L.P.C.			2017-02-19T16:42Z		ELEVATION_MIN_MAX_SWAPPED;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1420837865	3167cfa0-50fa-4037-bc92-1791fabb4694	urn:catalog:CIB:CIB:8475	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor	improcera	SUBSPECIES	Puma concolor subsp. improcera (Phillips, 1912)	MX	San Pedro de la Sierra 6 km. S, 4.8 km. W, Mulegé	ff90b050-c256-11db-b71b-b8a03c50a862	26.899722	-112.508056			900.0	900.0	0.0	0.0	2002-11-27T01:00Z	27	11	2002	6164602	2435099	PRESERVED_SPECIMEN	CIB	CIB	8475		NO DISPONIBLE	CC_BY_NC_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	M.D.L.P.C.			2017-02-19T16:42Z		ELEVATION_MIN_MAX_SWAPPED;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1420769233	ae298e4a-8274-42f2-ac7a-ba0691099c4e	urn:catalog:IBUNAM:CNMA:IBUNAM:CNMA:AMP_21	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	MX	NO DISPONIBLE	ff90b050-c256-11db-b71b-b8a03c50a862									2009-01-29T01:00Z	29	1	2009	2435099	2435099	PRESERVED_SPECIMEN	IBUNAM	CNMA	IBUNAM:CNMA:AMP_21		Fernando A. Cervantes	CC_BY_NC_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	Fernando Alfredo Cervantes Reza; Anahi Guadalupe Mejia Puente			2017-02-19T16:42Z		
1420601862	d0d7ddf4-c5c9-4049-b6a5-9130eadc014a	urn:catalog:AMNH:AMNH:206992	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	MX	Limón, Tehuantepec	ff90b050-c256-11db-b71b-b8a03c50a862	16.341667	-95.491667			0.0	0.0	0.0	0.0					2435099	2435099	PRESERVED_SPECIMEN	AMNH	AMNH	206992		NO DISPONIBLE	CC_BY_NC_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	NO DISPONIBLE			2017-02-19T16:42Z		RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;GEODETIC_DATUM_INVALID;COORDINATE_ROUNDED
1420586424	8f41f7ec-ce11-4275-b87b-907cc466d146	urn:catalog:CERAC:NO APLICA:NO APLICA:150	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor	azteca	SUBSPECIES	Puma concolor subsp. azteca (Merriam, 1901)	MX	Sierra de Órganos	ff90b050-c256-11db-b71b-b8a03c50a862	23.778222	-103.793139			1163.0	1163.0	0.0	0.0	2010-12-11T01:00Z	11	12	2010	6164599	2435099	HUMAN_OBSERVATION	CERAC	NO APLICA	NO APLICA		SRGR	CC_BY_NC_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	SRGR			2017-02-19T16:42Z		ELEVATION_MIN_MAX_SWAPPED;TAXON_MATCH_FUZZY;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1420452491	bbee2ef2-1389-43e6-bde8-ac8e38c6cc6e	urn:catalog:NMNH-SI:USNM:NO DISPONIBLE:297:297	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor	mayensis	SUBSPECIES	Puma concolor subsp. mayensis (Nelson & Goldman, 1929)	MX	Catemaco	ff90b050-c256-11db-b71b-b8a03c50a862	18.425	-95.108333			0.0	0.0	0.0	0.0	1894-05-05T01:00Z	5	5	1894	6164611	2435099	PRESERVED_SPECIMEN	NMNH-SI	USNM	NO DISPONIBLE		NO DISPONIBLE	CC_BY_NC_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	Nelson, E.W.; Goldman			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1420452436	bbee2ef2-1389-43e6-bde8-ac8e38c6cc6e	urn:catalog:NO DISPONIBLE:hall:NO DISPONIBLE:4657	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor	mayensis	SUBSPECIES	Puma concolor subsp. mayensis (Nelson & Goldman, 1929)	MX	Catemaco	ff90b050-c256-11db-b71b-b8a03c50a862	18.425	-95.108333			0.0	0.0	0.0	0.0					6164611	2435099	PRESERVED_SPECIMEN	NO DISPONIBLE	hall	NO DISPONIBLE		NO DISPONIBLE	CC_BY_NC_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	NO DISPONIBLE			2017-02-19T16:42Z		RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1420452426	bbee2ef2-1389-43e6-bde8-ac8e38c6cc6e	urn:catalog:NMNH-SI:USNM:NO DISPONIBLE:296	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor	mayensis	SUBSPECIES	Puma concolor subsp. mayensis (Nelson & Goldman, 1929)	MX	Catemaco	ff90b050-c256-11db-b71b-b8a03c50a862	18.425	-95.108333			0.0	0.0	0.0	0.0	1894-05-01T01:00Z	1	5	1894	6164611	2435099	PRESERVED_SPECIMEN	NMNH-SI	USNM	NO DISPONIBLE		NO DISPONIBLE	CC_BY_NC_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	Nelson, E.W.; Goldman			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1420422021	807e6f90-f762-11e1-a439-00145eb45e9a	urn:catalog:IBUNAM:CNMA:NO DISPONIBLE:570	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor	mayensis	SUBSPECIES	Felis concolor subsp. mayensis Nelson & Goldman, 1929	MX	Aguada del Refugio.	ff90b050-c256-11db-b71b-b8a03c50a862	18.808333	-89.375			90.0	90.0	0.0	0.0	1994-06-16T02:00Z	16	6	1994	6164595	2435099	PRESERVED_SPECIMEN	IBUNAM	CNMA	NO DISPONIBLE		HERNANDEZ, H.	CC_BY_NC_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	ARANDA S. MARCELO			2017-02-18T04:28Z		ELEVATION_MIN_MAX_SWAPPED;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1420421336	807e6f90-f762-11e1-a439-00145eb45e9a	urn:catalog:KUNHM:KU:93832:307	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor	mayensis	SUBSPECIES	Felis concolor subsp. mayensis Nelson & Goldman, 1929	MX	103 km SE - Escárcega. Dirección: 135. Distancia: 104000	ff90b050-c256-11db-b71b-b8a03c50a862	18.058333	-89.958333			0.0	0.0	0.0	0.0	1963-02-11T01:00Z	11	2	1963	6164595	2435099	PRESERVED_SPECIMEN	KUNHM	KU	93832		CLIFTON	CC_BY_NC_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	CLIFTON			2017-02-18T04:28Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1419114769	7fef5012-f762-11e1-a439-00145eb45e9a	urn:catalog:MVZ-UCB:MVZ:46912	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor	browni	SUBSPECIES	Puma concolor subsp. browni (Merriam, 1903)	MX	6 mi NW Cataviña	ff90b050-c256-11db-b71b-b8a03c50a862	29.973333	-114.852222			300.0	300.0	0.0	0.0	1930-06-13T01:00Z	13	6	1930	6164618	2435099	PRESERVED_SPECIMEN	MVZ-UCB	MVZ	46912		C. C. L.	CC_BY_NC_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	C. C. L.			2017-02-19T16:42Z		ELEVATION_MIN_MAX_SWAPPED;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1419114368	7fef5012-f762-11e1-a439-00145eb45e9a	urn:catalog:NHM:LACM:20270	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor	improcera	SUBSPECIES	Puma concolor subsp. improcera (Phillips, 1912)	MX	El Vizcaíno	ff90b050-c256-11db-b71b-b8a03c50a862	27.635556	-113.718611			25.0	25.0	0.0	0.0	1936-03-08T01:00Z	8	3	1936	6164602	2435099	PRESERVED_SPECIMEN	NHM	LACM	20270		T. T. C.	CC_BY_NC_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	T. T. C.			2017-02-19T16:42Z		ELEVATION_MIN_MAX_SWAPPED;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1419114322	7fef5012-f762-11e1-a439-00145eb45e9a	urn:catalog:NHM:LACM:20269	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor	improcera	SUBSPECIES	Puma concolor subsp. improcera (Phillips, 1912)	MX	El Vizcaíno	ff90b050-c256-11db-b71b-b8a03c50a862	27.635556	-113.718611			25.0	25.0	0.0	0.0	1936-03-08T01:00Z	8	3	1936	6164602	2435099	PRESERVED_SPECIMEN	NHM	LACM	20269		T. T. C.	CC_BY_NC_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	T. T. C.			2017-02-19T16:42Z		ELEVATION_MIN_MAX_SWAPPED;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1418949717	987fc6a5-1a11-452b-be14-b89e027fa3e4	urn:catalog:NO APLICA:NO APLICA:NO DISPONIBLE:1453	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	MX	Gruta de Loltún. Oxkutzcab. Caverna de Loltún. Cueva de Loltún. Loltún. Loltun cave. Roca de las Flores. Rock of Flowers	ff90b050-c256-11db-b71b-b8a03c50a862	20.258333	-89.475			20.0	20.0	0.0	0.0					2435099	2435099	UNKNOWN	NO APLICA	NO APLICA	NO DISPONIBLE		NO DISPONIBLE	CC_BY_NC_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	NO DISPONIBLE			2017-02-19T16:42Z		RECORDED_DATE_INVALID;ELEVATION_MIN_MAX_SWAPPED;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1418949554	987fc6a5-1a11-452b-be14-b89e027fa3e4	urn:catalog:NO APLICA:NO APLICA:NO DISPONIBLE:1404	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	MX	Gruta de Loltún. Oxkutzcab. Caverna de Loltún. Cueva de Loltún. Loltún. Loltun cave. Roca de las Flores. Rock of Flowers	ff90b050-c256-11db-b71b-b8a03c50a862	20.258333	-89.475			20.0	20.0	0.0	0.0					2435099	2435099	UNKNOWN	NO APLICA	NO APLICA	NO DISPONIBLE		NO DISPONIBLE	CC_BY_NC_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	NO DISPONIBLE			2017-02-19T16:42Z		RECORDED_DATE_INVALID;ELEVATION_MIN_MAX_SWAPPED;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1418949329	987fc6a5-1a11-452b-be14-b89e027fa3e4	urn:catalog:NO APLICA:NO APLICA:NO DISPONIBLE:1491	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	MX	Gruta de Loltún. Oxkutzcab. Caverna de Loltún. Cueva de Loltún. Loltún. Loltun cave. Roca de las Flores. Rock of Flowers	ff90b050-c256-11db-b71b-b8a03c50a862	20.258333	-89.475			20.0	20.0	0.0	0.0					2435099	2435099	UNKNOWN	NO APLICA	NO APLICA	NO DISPONIBLE		NO DISPONIBLE	CC_BY_NC_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	NO DISPONIBLE			2017-02-19T16:42Z		RECORDED_DATE_INVALID;ELEVATION_MIN_MAX_SWAPPED;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1418949166	987fc6a5-1a11-452b-be14-b89e027fa3e4	urn:catalog:NO APLICA:NO APLICA:NO DISPONIBLE:1429	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	MX	Gruta de Loltún. Oxkutzcab. Caverna de Loltún. Cueva de Loltún. Loltún. Loltun cave. Roca de las Flores. Rock of Flowers	ff90b050-c256-11db-b71b-b8a03c50a862	20.258333	-89.475			20.0	20.0	0.0	0.0					2435099	2435099	UNKNOWN	NO APLICA	NO APLICA	NO DISPONIBLE		NO DISPONIBLE	CC_BY_NC_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	NO DISPONIBLE			2017-02-19T16:42Z		RECORDED_DATE_INVALID;ELEVATION_MIN_MAX_SWAPPED;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1418949141	987fc6a5-1a11-452b-be14-b89e027fa3e4	urn:catalog:NO APLICA:NO APLICA:NO DISPONIBLE:1485	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	MX	Gruta de Loltún. Oxkutzcab. Caverna de Loltún. Cueva de Loltún. Loltún. Loltun cave. Roca de las Flores. Rock of Flowers	ff90b050-c256-11db-b71b-b8a03c50a862	20.258333	-89.475			20.0	20.0	0.0	0.0					2435099	2435099	UNKNOWN	NO APLICA	NO APLICA	NO DISPONIBLE		NO DISPONIBLE	CC_BY_NC_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	NO DISPONIBLE			2017-02-19T16:42Z		RECORDED_DATE_INVALID;ELEVATION_MIN_MAX_SWAPPED;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1418949071	987fc6a5-1a11-452b-be14-b89e027fa3e4	urn:catalog:NO APLICA:NO APLICA:NO DISPONIBLE:6997	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	MX	Calamotlán, Sto. Domingo Ocotitlan	ff90b050-c256-11db-b71b-b8a03c50a862	19.011667	-99.06			1025.0	1025.0	0.0	0.0					2435099	2435099	UNKNOWN	NO APLICA	NO APLICA	NO DISPONIBLE		NO DISPONIBLE	CC_BY_NC_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	NO DISPONIBLE			2017-02-19T16:42Z		RECORDED_DATE_INVALID;ELEVATION_MIN_MAX_SWAPPED;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1418949012	987fc6a5-1a11-452b-be14-b89e027fa3e4	urn:catalog:NO APLICA:NO APLICA:NO DISPONIBLE:16134	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	MX	Cueva de San Josecito. Ejido San Josecito. San Josecito Cave. Villa de San Josecito	ff90b050-c256-11db-b71b-b8a03c50a862	23.955833	-99.9125			1125.0	1125.0	0.0	0.0					2435099	2435099	UNKNOWN	NO APLICA	NO APLICA	NO DISPONIBLE		NO DISPONIBLE	CC_BY_NC_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	NO DISPONIBLE			2017-02-19T16:42Z		RECORDED_DATE_INVALID;ELEVATION_MIN_MAX_SWAPPED;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1418948988	987fc6a5-1a11-452b-be14-b89e027fa3e4	urn:catalog:NO APLICA:NO APLICA:NO DISPONIBLE:16129	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	MX	Cueva de San Josecito. Ejido San Josecito. San Josecito Cave. Villa de San Josecito	ff90b050-c256-11db-b71b-b8a03c50a862	23.955833	-99.9125			1125.0	1125.0	0.0	0.0					2435099	2435099	UNKNOWN	NO APLICA	NO APLICA	NO DISPONIBLE		NO DISPONIBLE	CC_BY_NC_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	NO DISPONIBLE			2017-02-19T16:42Z		RECORDED_DATE_INVALID;ELEVATION_MIN_MAX_SWAPPED;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1418948959	987fc6a5-1a11-452b-be14-b89e027fa3e4	urn:catalog:NO APLICA:NO APLICA:NO DISPONIBLE:16128	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	MX	Cueva de San Josecito. Ejido San Josecito. San Josecito Cave. Villa de San Josecito	ff90b050-c256-11db-b71b-b8a03c50a862	23.955833	-99.9125			1125.0	1125.0	0.0	0.0					2435099	2435099	UNKNOWN	NO APLICA	NO APLICA	NO DISPONIBLE		NO DISPONIBLE	CC_BY_NC_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	NO DISPONIBLE			2017-02-19T16:42Z		RECORDED_DATE_INVALID;ELEVATION_MIN_MAX_SWAPPED;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1418948902	987fc6a5-1a11-452b-be14-b89e027fa3e4	urn:catalog:NO APLICA:NO APLICA:NO DISPONIBLE:2803	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	MX	Cueva de San Josecito. Ejido San Josecito. San Josecito Cave. Villa de San Josecito	ff90b050-c256-11db-b71b-b8a03c50a862	23.955833	-99.9125			1125.0	1125.0	0.0	0.0					2435099	2435099	UNKNOWN	NO APLICA	NO APLICA	NO DISPONIBLE		NO DISPONIBLE	CC_BY_NC_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	NO DISPONIBLE			2017-02-19T16:42Z		RECORDED_DATE_INVALID;ELEVATION_MIN_MAX_SWAPPED;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1418948833	987fc6a5-1a11-452b-be14-b89e027fa3e4	urn:catalog:NO APLICA:NO APLICA:NO DISPONIBLE:2843	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	MX	Cueva de San Josecito. Ejido San Josecito. San Josecito Cave. Villa de San Josecito	ff90b050-c256-11db-b71b-b8a03c50a862	23.955833	-99.9125			1125.0	1125.0	0.0	0.0					2435099	2435099	UNKNOWN	NO APLICA	NO APLICA	NO DISPONIBLE		NO DISPONIBLE	CC_BY_NC_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	NO DISPONIBLE			2017-02-19T16:42Z		RECORDED_DATE_INVALID;ELEVATION_MIN_MAX_SWAPPED;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1418948776	987fc6a5-1a11-452b-be14-b89e027fa3e4	urn:catalog:NO APLICA:NO APLICA:NO DISPONIBLE:16135	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	MX	Cueva de San Josecito. Ejido San Josecito. San Josecito Cave. Villa de San Josecito	ff90b050-c256-11db-b71b-b8a03c50a862	23.955833	-99.9125			1125.0	1125.0	0.0	0.0					2435099	2435099	UNKNOWN	NO APLICA	NO APLICA	NO DISPONIBLE		NO DISPONIBLE	CC_BY_NC_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	NO DISPONIBLE			2017-02-19T16:42Z		RECORDED_DATE_INVALID;ELEVATION_MIN_MAX_SWAPPED;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1418948677	987fc6a5-1a11-452b-be14-b89e027fa3e4	urn:catalog:NO APLICA:NO APLICA:NO DISPONIBLE:16132	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	MX	Cueva de San Josecito. Ejido San Josecito. San Josecito Cave. Villa de San Josecito	ff90b050-c256-11db-b71b-b8a03c50a862	23.955833	-99.9125			1125.0	1125.0	0.0	0.0					2435099	2435099	UNKNOWN	NO APLICA	NO APLICA	NO DISPONIBLE		NO DISPONIBLE	CC_BY_NC_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	NO DISPONIBLE			2017-02-19T16:42Z		RECORDED_DATE_INVALID;ELEVATION_MIN_MAX_SWAPPED;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1418948665	987fc6a5-1a11-452b-be14-b89e027fa3e4	urn:catalog:NO APLICA:NO APLICA:NO DISPONIBLE:16133	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	MX	Cueva de San Josecito. Ejido San Josecito. San Josecito Cave. Villa de San Josecito	ff90b050-c256-11db-b71b-b8a03c50a862	23.955833	-99.9125			1125.0	1125.0	0.0	0.0					2435099	2435099	UNKNOWN	NO APLICA	NO APLICA	NO DISPONIBLE		NO DISPONIBLE	CC_BY_NC_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	NO DISPONIBLE			2017-02-19T16:42Z		RECORDED_DATE_INVALID;ELEVATION_MIN_MAX_SWAPPED;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1418948655	987fc6a5-1a11-452b-be14-b89e027fa3e4	urn:catalog:NO APLICA:NO APLICA:NO DISPONIBLE:2833	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	MX	Cueva de San Josecito. Ejido San Josecito. San Josecito Cave. Villa de San Josecito	ff90b050-c256-11db-b71b-b8a03c50a862	23.955833	-99.9125			1125.0	1125.0	0.0	0.0					2435099	2435099	UNKNOWN	NO APLICA	NO APLICA	NO DISPONIBLE		NO DISPONIBLE	CC_BY_NC_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	NO DISPONIBLE			2017-02-19T16:42Z		RECORDED_DATE_INVALID;ELEVATION_MIN_MAX_SWAPPED;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
