gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	coordinateuncertaintyinmeters	coordinateprecision	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	license	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue
1145180629	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153389?seid=989093	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	unit 11, mission creek	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153389		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180624	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153390?seid=261200	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	jim sage mts	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153390		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180623	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153404?seid=660371	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	jim sage mts, black sands canyon	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153404		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180621	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153419?seid=459894	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	unit 33	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153419		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180620	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153402?seid=1712226	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	unit 2-2 jewel lake	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153402		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180618	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153400?seid=290103	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	unit 4-14, scott creek	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153400		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180617	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153416?seid=173821	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	unit 40	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153416		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180616	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153395?seid=981431	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	unit 5-2, mutch creek	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153395		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180615	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153409?seid=1430639	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	unit 55, coyote creek	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153409		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180614	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153413?seid=1331028	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	unit 39, mf boisse river	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153413		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180613	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153397?seid=359989	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	unit 6-4, hugas creek	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153397		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180611	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153396?seid=686999	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	unit 2-3, twin lakes	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153396		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180610	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153412?seid=53415	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	unit 37 a	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153412		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180606	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153405?seid=1137941	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	jim sage mts, black sands canyon	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153405		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180604	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153406?seid=147076	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	jim sage mts, black sands canyon	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153406		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180600	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153392?seid=687081	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	raft river mts, one mile canyon	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153392		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180598	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153398?seid=745280	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	unit 4, little guard	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153398		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180592	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153394?seid=275926	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	unit 40, ne owhee	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153394		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180590	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153393?seid=810128	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	unit 40, soldier creek	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153393		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180589	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153391?seid=1489347	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	jim sage mts	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153391		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180586	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153403?seid=31354	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	unit 6-8	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153403		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180525	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153275?seid=1418522	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	reynolds creek, unit 40	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153275		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180504	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153282?seid=545114	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	unit 8, potlatch	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153282		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180503	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153267?seid=52931	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	unit 25, phoebe creek	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153267		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180500	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153276?seid=458866	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	reynolds creek, unit 40unit 32 anderson creek	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153276		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180499	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153286?seid=632540	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	unit 2-2, ponderay	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153286		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180498	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153284?seid=582677	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	priest lake, 2 month creek	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153284		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180496	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153277?seid=1359716	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	unit 39	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153277		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180488	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153281?seid=1782501	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	unit 6-5, marble creek	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153281		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180487	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153283?seid=946230	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	uit 4-10	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153283		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180486	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153285?seid=1295382	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	uni1	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153285		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180485	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153280?seid=1239411	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	bench creek	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153280		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180484	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153256?seid=198775	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	albion	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153256		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180479	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153279?seid=1131358	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	unit 39, grimes creek	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153279		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180476	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153262?seid=1189481	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	unit 40, cow creek	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153262		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180474	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153263?seid=402789	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	unit 1	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153263		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180473	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153261?seid=1202687	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	unit 35	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153261		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180469	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153257?seid=346563	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	unit 32 a	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153257		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180465	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153278?seid=1316861	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	unit 32a, sugar loaf rd	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153278		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180464	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153259?seid=274254	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	unit 43, feather river	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153259		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180463	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153233?seid=616103	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	unit 11a, five mile canyon	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153233		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180460	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153269?seid=979779	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	unit 14, john creek	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153269		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180459	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153268?seid=1604368	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	unit 17, moose creek	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153268		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180458	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153260?seid=851105	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	brownlee summit, unit 22	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153260		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180457	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153258?seid=1003055	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	fall creek, unit 39	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153258		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180454	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153265?seid=453534	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	kelso lake area	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153265		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180453	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153249?seid=1031512	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	unit 23, salmon creek	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153249		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180451	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153238?seid=1039425	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	black pine	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153238		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180450	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153230?seid=781565	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	unit 40, juniper creek	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153230		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180449	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153231?seid=1618487	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	UNIT 32, LITTLE W	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153231		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180447	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153237?seid=1589051	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	black pine	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153237		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
1145180446	b15d4952-7d20-46f1-8a3e-556a512b04c5	http://arctos.database.museum/guid/MSB:Mamm:153264?seid=788354	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	US	unit 4-7, idaho peak	939ed180-aa7b-11db-8edf-b8a03c50a862													2435099	2435099	PRESERVED_SPECIMEN	MSB	Mammal specimens	153264		unknown	CC0_1_0		Collector(s): unknown; Preparator(s): unknown			2017-05-04T04:24Z		RECORDED_DATE_INVALID
